dataset,sample_id,split,foreground_voxels,node_count,edge_count,patient_id,max_interior_depth_voxels,bounding_box_min,bounding_box_max
TopBrain_Data_Release_Batches1n2_081425,sample_000180_0496,train,1,0,0,000180,0,"[63, 63, 58]","[63, 63, 58]"
TopBrain_Data_Release_Batches1n2_081425,sample_000180_0610,train,23,0,0,000180,1,"[30, 62, 37]","[36, 63, 40]"
TopBrain_Data_Release_Batches1n2_081425,sample_000180_0611,train,39,0,0,000180,1,"[30, 43, 0]","[63, 63, 55]"
TopBrain_Data_Release_Batches1n2_081425,sample_000180_0670,train,20,0,0,000180,0,"[36, 54, 63]","[39, 62, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000181_0020,train,9,0,0,000181,0,"[11, 62, 62]","[15, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000181_0032,train,2,0,0,000181,0,"[18, 0, 0]","[18, 1, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000181_0185,train,211,0,0,000181,2,"[52, 0, 44]","[63, 2, 61]"
TopBrain_Data_Release_Batches1n2_081425,sample_000181_0186,train,211,0,0,000181,2,"[52, 0, 14]","[63, 2, 31]"
TopBrain_Data_Release_Batches1n2_081425,sample_000181_0245,train,43,0,0,000181,1,"[23, 62, 0]","[39, 63, 2]"
TopBrain_Data_Release_Batches1n2_081425,sample_000181_0261,train,260,0,0,000181,2,"[15, 0, 14]","[31, 2, 31]"
TopBrain_Data_Release_Batches1n2_081425,sample_000181_0320,train,3,0,0,000181,0,"[0, 63, 0]","[2, 63, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000181_0484,train,47,0,0,000181,1,"[41, 0, 0]","[51, 3, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000181_0554,train,509,0,0,000181,1,"[0, 26, 0]","[63, 48, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000181_0559,train,298,0,0,000181,1,"[4, 0, 0]","[63, 10, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000181_0570,train,122,0,0,000181,2,"[29, 0, 4]","[58, 2, 9]"
TopBrain_Data_Release_Batches1n2_081425,sample_000181_0645,train,86,0,0,000181,2,"[0, 0, 5]","[21, 2, 9]"
TopBrain_Data_Release_Batches1n2_081425,sample_000181_0715,train,287,0,0,000181,3,"[0, 0, 9]","[3, 22, 17]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0027,train,9,0,0,000182,0,"[0, 52, 0]","[1, 54, 2]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0031,train,9,0,0,000182,0,"[0, 14, 0]","[1, 16, 2]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0084,train,17,0,0,000182,1,"[59, 62, 9]","[63, 63, 11]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0148,train,53,0,0,000182,1,"[20, 62, 9]","[59, 63, 37]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0149,train,2,0,0,000182,0,"[58, 63, 0]","[59, 63, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0161,train,916,0,0,000182,6,"[43, 0, 0]","[61, 6, 14]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0213,train,2,0,0,000182,0,"[20, 63, 0]","[21, 63, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0293,train,490,0,0,000182,2,"[32, 0, 0]","[62, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0357,train,468,0,0,000182,2,"[0, 0, 0]","[24, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0360,train,546,0,0,000182,6,"[0, 0, 0]","[9, 9, 12]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0425,train,2,0,0,000182,0,"[46, 0, 1]","[47, 0, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0489,train,2,0,0,000182,0,"[8, 0, 1]","[9, 0, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0596,train,60,0,0,000182,2,"[38, 61, 10]","[49, 63, 12]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0658,train,14,0,0,000182,0,"[0, 56, 36]","[0, 63, 52]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0659,train,13,0,0,000182,0,"[0, 56, 0]","[0, 63, 15]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0660,train,55,0,0,000182,2,"[0, 61, 10]","[10, 63, 12]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0743,train,5,0,0,000182,1,"[0, 62, 32]","[1, 63, 33]"
TopBrain_Data_Release_Batches1n2_081425,sample_000182_0747,train,5,0,0,000182,1,"[0, 24, 32]","[1, 25, 33]"
TopBrain_Data_Release_Batches1n2_081425,sample_000184_0039,train,9,0,0,000184,0,"[54, 38, 0]","[56, 41, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000184_0044,train,6,0,0,000184,0,"[54, 0, 0]","[56, 1, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000184_0104,train,9,0,0,000184,0,"[14, 38, 0]","[16, 41, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000184_0109,train,6,0,0,000184,0,"[14, 0, 0]","[16, 1, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000184_0230,train,865,0,0,000184,5,"[53, 19, 0]","[63, 38, 9]"
TopBrain_Data_Release_Batches1n2_081425,sample_000184_0242,train,3,0,0,000184,0,"[57, 0, 30]","[59, 0, 30]"
TopBrain_Data_Release_Batches1n2_081425,sample_000184_0293,train,82,0,0,000184,0,"[8, 54, 0]","[22, 63, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000184_0298,train,99,0,0,000184,0,"[8, 14, 0]","[23, 26, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000184_0345,train,377,0,0,000184,2,"[0, 35, 50]","[63, 51, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000184_0357,train,360,0,0,000184,2,"[5, 0, 0]","[36, 4, 28]"
TopBrain_Data_Release_Batches1n2_081425,sample_000184_0362,train,39,0,0,000184,2,"[61, 33, 15]","[63, 43, 18]"
TopBrain_Data_Release_Batches1n2_081425,sample_000184_0366,train,21,0,0,000184,2,"[61, 0, 49]","[63, 3, 52]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0016,train,14,0,0,000185,0,"[24, 63, 54]","[26, 63, 60]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0024,train,9,0,0,000185,0,"[35, 0, 0]","[37, 1, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0096,train,11,0,0,000185,0,"[62, 52, 62]","[63, 56, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0100,train,9,0,0,000185,0,"[0, 61, 50]","[1, 63, 53]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0101,train,35,0,0,000185,1,"[0, 15, 19]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0107,train,27,0,0,000185,1,"[0, 21, 7]","[1, 30, 10]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0258,train,27,0,0,000185,1,"[41, 62, 33]","[48, 63, 51]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0276,train,1962,0,0,000185,7,"[35, 0, 9]","[63, 7, 36]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0277,train,144,0,0,000185,2,"[37, 0, 0]","[51, 4, 5]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0285,train,5,0,0,000185,0,"[61, 0, 0]","[63, 1, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0354,train,2,0,0,000185,0,"[62, 0, 0]","[63, 0, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0365,train,215,0,0,000185,1,"[24, 0, 0]","[63, 4, 3]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0372,train,2,0,0,000185,0,"[63, 10, 39]","[63, 11, 39]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0373,train,2,0,0,000185,0,"[63, 10, 7]","[63, 11, 7]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0420,train,834,0,0,000185,3,"[0, 59, 0]","[19, 63, 24]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0434,train,10,0,0,000185,0,"[24, 0, 0]","[29, 1, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0664,train,8,0,0,000185,0,"[63, 34, 6]","[63, 36, 9]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0669,train,16,0,0,000185,0,"[31, 40, 0]","[35, 43, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0674,train,16,0,0,000185,0,"[31, 3, 0]","[35, 6, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0692,train,7,0,0,000185,0,"[0, 0, 53]","[0, 2, 55]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0693,train,7,0,0,000185,0,"[0, 0, 21]","[0, 2, 23]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0762,train,10,0,0,000185,0,"[57, 0, 63]","[60, 3, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0836,train,49,0,0,000185,1,"[0, 0, 28]","[1, 7, 34]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0842,train,10,0,0,000185,0,"[19, 0, 63]","[22, 3, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000185_0981,train,88,0,0,000185,3,"[51, 60, 56]","[56, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0039,train,19,0,0,000186,1,"[39, 0, 45]","[42, 1, 48]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0085,train,15,0,0,000186,0,"[0, 30, 4]","[0, 35, 6]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0099,train,19,0,0,000186,1,"[0, 0, 45]","[3, 1, 48]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0263,train,50,0,0,000186,0,"[45, 36, 0]","[57, 41, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0267,train,11,0,0,000186,0,"[45, 0, 0]","[52, 1, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0320,train,354,0,0,000186,3,"[0, 39, 58]","[7, 58, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0324,train,661,0,0,000186,3,"[0, 0, 57]","[43, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0327,train,11,0,0,000186,0,"[6, 0, 0]","[13, 1, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0407,train,30,0,0,000186,0,"[53, 13, 0]","[56, 23, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0410,train,2,0,0,000186,0,"[60, 0, 27]","[61, 0, 27]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0467,train,30,0,0,000186,0,"[14, 13, 0]","[17, 23, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0470,train,2,0,0,000186,0,"[21, 0, 27]","[22, 0, 27]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0569,train,1728,0,0,000186,8,"[0, 7, 0]","[8, 30, 22]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0576,train,350,0,0,000186,5,"[0, 0, 2]","[6, 13, 10]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0620,train,8,0,0,000186,0,"[62, 62, 24]","[63, 63, 26]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0625,train,40,0,0,000186,1,"[62, 32, 5]","[63, 40, 9]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0629,train,4,0,0,000186,0,"[63, 0, 6]","[63, 1, 8]"
TopBrain_Data_Release_Batches1n2_081425,sample_000186_0689,train,51,0,0,000186,1,"[24, 0, 3]","[30, 1, 8]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0085,train,10,0,0,000187,0,"[0, 4, 0]","[0, 9, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0098,train,14,0,0,000187,0,"[47, 0, 58]","[53, 0, 60]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0099,train,14,0,0,000187,0,"[47, 0, 21]","[53, 0, 23]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0149,train,101,0,0,000187,2,"[42, 0, 0]","[52, 3, 4]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0158,train,14,0,0,000187,0,"[9, 0, 58]","[15, 0, 60]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0159,train,14,0,0,000187,0,"[9, 0, 21]","[15, 0, 23]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0203,train,58,0,0,000187,1,"[0, 9, 0]","[4, 63, 24]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0336,train,8,0,0,000187,0,"[0, 0, 0]","[2, 2, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0393,train,2,0,0,000187,0,"[56, 0, 49]","[57, 0, 49]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0395,train,20,0,0,000187,0,"[48, 59, 0]","[55, 62, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0396,train,3,0,0,000187,0,"[47, 0, 0]","[49, 0, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0399,train,20,0,0,000187,0,"[48, 20, 0]","[55, 23, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0455,train,20,0,0,000187,0,"[10, 59, 0]","[17, 62, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0456,train,6,0,0,000187,0,"[9, 0, 0]","[63, 0, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0459,train,20,0,0,000187,0,"[10, 20, 0]","[17, 23, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0516,train,3,0,0,000187,0,"[23, 0, 0]","[25, 0, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0568,train,116,0,0,000187,1,"[0, 0, 24]","[8, 1, 35]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0615,train,2,0,0,000187,0,"[50, 0, 63]","[51, 0, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0675,train,2,0,0,000187,0,"[12, 0, 63]","[13, 0, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0686,train,1,0,0,000187,0,"[6, 0, 45]","[6, 0, 45]"
TopBrain_Data_Release_Batches1n2_081425,sample_000187_0687,train,1,0,0,000187,0,"[6, 0, 8]","[6, 0, 8]"
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0016,train,14,0,0,000188,1,"[30, 62, 54]","[33, 63, 56]"
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0030,train,10,0,0,000188,0,"[0, 0, 62]","[2, 2, 63]"
