dataset,sample_id,split,foreground_voxels,node_count,edge_count,patient_id,max_interior_depth_voxels,bounding_box_min,bounding_box_max
IXI,sample_000036_0001,train,5,0,0,000036,0,"[62, 62, 51]","[63, 63, 52]"
IXI,sample_000036_0004,train,4,0,0,000036,0,"[14, 50, 63]","[15, 52, 63]"
IXI,sample_000042_0020,train,8,0,0,000042,0,"[63, 42, 45]","[63, 47, 46]"
IXI,sample_000043_0108,train,2,0,0,000043,0,"[0, 0, 47]","[25, 0, 50]"
IXI,sample_000047_0022,train,13,0,0,000047,1,"[62, 60, 17]","[63, 63, 18]"
IXI,sample_000049_0001,train,13,0,0,000049,3,"[44, 60, 37]","[47, 63, 38]"
IXI,sample_000049_0019,train,13,0,0,000049,3,"[10, 60, 37]","[13, 63, 38]"
IXI,sample_000055_0034,train,4,0,0,000055,0,"[63, 35, 63]","[63, 38, 63]"
IXI,sample_000056_0056,train,161,0,0,000056,1,"[62, 11, 42]","[63, 55, 63]"
IXI,sample_000056_0058,train,6,0,0,000056,1,"[62, 17, 52]","[63, 37, 63]"
IXI,sample_000056_0060,train,2,0,0,000056,0,"[0, 59, 63]","[0, 60, 63]"
IXI,sample_000060_0083,train,37,0,0,000060,1,"[0, 33, 9]","[63, 58, 54]"
IXI,sample_000061_0106,train,9,0,0,000061,1,"[45, 0, 59]","[47, 1, 61]"
IXI,sample_000061_0124,train,9,0,0,000061,1,"[5, 0, 59]","[7, 1, 61]"
IXI,sample_000062_0090,train,1,0,0,000062,0,"[0, 63, 52]","[0, 63, 52]"
IXI,sample_000062_0091,train,1,0,0,000062,0,"[0, 63, 16]","[0, 63, 16]"
IXI,sample_000063_0000,train,7,0,0,000063,1,"[53, 55, 62]","[55, 57, 63]"
IXI,sample_000063_0018,train,7,0,0,000063,1,"[17, 55, 62]","[19, 57, 63]"
IXI,sample_000063_0090,train,4,0,0,000063,0,"[36, 48, 63]","[37, 49, 63]"
IXI,sample_000063_0108,train,4,0,0,000063,0,"[0, 48, 63]","[1, 49, 63]"
IXI,sample_000068_0016,train,2,0,0,000068,0,"[45, 0, 57]","[45, 0, 58]"
IXI,sample_000068_0017,train,2,0,0,000068,0,"[45, 0, 21]","[45, 0, 22]"
IXI,sample_000068_0034,train,2,0,0,000068,0,"[8, 0, 57]","[8, 0, 58]"
IXI,sample_000068_0035,train,2,0,0,000068,0,"[8, 0, 21]","[8, 0, 22]"
IXI,sample_000069_0002,train,24,0,0,000069,1,"[19, 62, 53]","[22, 63, 58]"
IXI,sample_000072_0002,train,9,0,0,000072,1,"[45, 62, 61]","[48, 63, 62]"
IXI,sample_000072_0100,train,2,0,0,000072,0,"[0, 56, 49]","[0, 57, 49]"
IXI,sample_000072_0101,train,2,0,0,000072,0,"[0, 56, 13]","[0, 57, 13]"
IXI,sample_000073_0102,train,15,0,0,000073,1,"[0, 52, 61]","[1, 56, 63]"
IXI,sample_000082_0116,train,17,0,0,000082,3,"[44, 0, 42]","[47, 3, 43]"
IXI,sample_000082_0117,train,17,0,0,000082,3,"[44, 0, 6]","[47, 3, 7]"
IXI,sample_000082_0136,train,17,0,0,000082,3,"[5, 0, 42]","[8, 3, 43]"
IXI,sample_000082_0137,train,17,0,0,000082,3,"[5, 0, 6]","[8, 3, 7]"
IXI,sample_000083_0017,train,4,0,0,000083,1,"[62, 8, 41]","[63, 9, 42]"
IXI,sample_000085_0058,train,12,0,0,000085,1,"[62, 10, 60]","[63, 12, 63]"
IXI,sample_000087_0090,train,5,0,0,000087,0,"[0, 62, 40]","[1, 63, 41]"
IXI,sample_000087_0091,train,5,0,0,000087,0,"[0, 62, 4]","[1, 63, 5]"
IXI,sample_000090_0000,train,8,0,0,000090,0,"[41, 63, 56]","[48, 63, 56]"
IXI,sample_000090_0018,train,8,0,0,000090,0,"[2, 63, 56]","[9, 63, 56]"
IXI,sample_000091_0041,train,15,0,0,000091,1,"[0, 0, 53]","[3, 2, 55]"
IXI,sample_000097_0019,train,1,0,0,000097,0,"[63, 63, 30]","[63, 63, 30]"
IXI,sample_000097_0020,train,4,0,0,000097,0,"[61, 62, 22]","[63, 63, 41]"
IXI,sample_000099_0036,train,3,0,0,000099,0,"[36, 63, 58]","[37, 63, 59]"
IXI,sample_000099_0037,train,3,0,0,000099,0,"[36, 63, 30]","[37, 63, 31]"
IXI,sample_000099_0090,train,5,0,0,000099,0,"[30, 63, 11]","[32, 63, 13]"
IXI,sample_000099_0110,train,11,0,0,000099,0,"[11, 49, 56]","[41, 63, 63]"
IXI,sample_000105_0001,train,8,0,0,000105,1,"[41, 62, 43]","[43, 63, 44]"
IXI,sample_000105_0017,train,8,0,0,000105,1,"[6, 62, 43]","[8, 63, 44]"
IXI,sample_000106_0110,train,25,0,0,000106,1,"[16, 61, 38]","[47, 63, 63]"
IXI,sample_000109_0016,train,7,0,0,000109,0,"[47, 0, 50]","[53, 0, 51]"
IXI,sample_000109_0017,train,7,0,0,000109,0,"[47, 0, 14]","[53, 0, 15]"
IXI,sample_000109_0034,train,7,0,0,000109,0,"[12, 0, 50]","[18, 0, 51]"
IXI,sample_000109_0035,train,7,0,0,000109,0,"[12, 0, 14]","[18, 0, 15]"
IXI,sample_000110_0107,train,1,0,0,000110,0,"[0, 8, 56]","[0, 8, 56]"
IXI,sample_000113_0106,train,13,0,0,000113,1,"[0, 1, 55]","[1, 23, 63]"
IXI,sample_000116_0004,train,6,0,0,000116,0,"[16, 39, 63]","[18, 41, 63]"
IXI,sample_000121_0016,train,9,0,0,000121,0,"[44, 0, 49]","[48, 0, 53]"
IXI,sample_000121_0017,train,9,0,0,000121,0,"[44, 0, 13]","[48, 0, 17]"
IXI,sample_000121_0034,train,9,0,0,000121,0,"[9, 0, 49]","[13, 0, 53]"
IXI,sample_000121_0035,train,9,0,0,000121,0,"[9, 0, 13]","[13, 0, 17]"
IXI,sample_000122_0001,train,13,0,0,000122,0,"[63, 48, 34]","[63, 60, 34]"
IXI,sample_000122_0037,train,2,0,0,000122,0,"[38, 63, 52]","[39, 63, 52]"
IXI,sample_000124_0088,train,3,0,0,000124,0,"[0, 0, 47]","[0, 0, 51]"
IXI,sample_000125_0092,train,11,0,0,000125,0,"[0, 51, 47]","[0, 56, 48]"
IXI,sample_000125_0093,train,11,0,0,000125,0,"[0, 51, 19]","[0, 56, 20]"
IXI,sample_000129_0021,train,11,0,0,000129,1,"[62, 47, 41]","[63, 50, 43]"
IXI,sample_000130_0020,train,1,0,0,000130,0,"[63, 51, 39]","[63, 51, 39]"
IXI,sample_000130_0021,train,1,0,0,000130,0,"[63, 51, 11]","[63, 51, 11]"
IXI,sample_000132_0059,train,11,0,0,000132,0,"[63, 26, 42]","[63, 30, 44]"
IXI,sample_000132_0080,train,1,0,0,000132,0,"[52, 63, 25]","[52, 63, 25]"
IXI,sample_000132_0100,train,1,0,0,000132,0,"[14, 63, 25]","[14, 63, 25]"
IXI,sample_000133_0088,train,3,0,0,000133,1,"[0, 10, 51]","[1, 11, 51]"
IXI,sample_000135_0000,train,1,0,0,000135,0,"[50, 63, 58]","[50, 63, 58]"
IXI,sample_000135_0001,train,1,0,0,000135,0,"[50, 63, 30]","[50, 63, 30]"
IXI,sample_000135_0091,train,20,0,0,000135,0,"[7, 58, 0]","[16, 63, 0]"
IXI,sample_000135_0108,train,1,0,0,000135,0,"[26, 63, 42]","[26, 63, 42]"
IXI,sample_000135_0109,train,1,0,0,000135,0,"[26, 63, 14]","[26, 63, 14]"
IXI,sample_000142_0104,train,13,0,0,000142,0,"[51, 0, 48]","[57, 0, 50]"
IXI,sample_000142_0105,train,13,0,0,000142,0,"[51, 0, 20]","[57, 0, 22]"
IXI,sample_000142_0122,train,13,0,0,000142,0,"[14, 0, 48]","[20, 0, 50]"
IXI,sample_000142_0123,train,13,0,0,000142,0,"[14, 0, 20]","[20, 0, 22]"
IXI,sample_000145_0040,train,2,0,0,000145,0,"[56, 63, 52]","[57, 63, 52]"
IXI,sample_000145_0041,train,2,0,0,000145,0,"[56, 63, 24]","[57, 63, 24]"
IXI,sample_000145_0060,train,2,0,0,000145,0,"[21, 63, 52]","[22, 63, 52]"
IXI,sample_000145_0061,train,2,0,0,000145,0,"[21, 63, 24]","[22, 63, 24]"
IXI,sample_000151_0073,train,5,0,0,000151,1,"[25, 57, 0]","[27, 58, 1]"
IXI,sample_000151_0075,train,67,0,0,000151,1,"[24, 18, 0]","[43, 47, 1]"
IXI,sample_000152_0053,train,11,0,0,000152,0,"[63, 0, 48]","[63, 4, 50]"
IXI,sample_000156_0001,train,1,0,0,000156,0,"[63, 63, 48]","[63, 63, 48]"
IXI,sample_000156_0019,train,2,0,0,000156,0,"[24, 63, 48]","[25, 63, 48]"
IXI,sample_000159_0052,train,49,0,0,000159,1,"[51, 0, 51]","[59, 1, 58]"
IXI,sample_000160_0000,train,19,0,0,000160,2,"[33, 61, 26]","[37, 63, 27]"
IXI,sample_000160_0096,train,5,0,0,000160,0,"[0, 61, 13]","[0, 63, 14]"
IXI,sample_000164_0054,train,5,0,0,000164,0,"[44, 63, 52]","[55, 63, 52]"
IXI,sample_000164_0055,train,5,0,0,000164,0,"[44, 63, 24]","[55, 63, 24]"
IXI,sample_000164_0072,train,5,0,0,000164,0,"[6, 63, 52]","[17, 63, 52]"
IXI,sample_000164_0073,train,5,0,0,000164,0,"[6, 63, 24]","[17, 63, 24]"
IXI,sample_000167_0075,train,16,0,0,000167,0,"[15, 57, 0]","[20, 63, 0]"
IXI,sample_000168_0073,train,2,0,0,000168,0,"[16, 63, 34]","[16, 63, 35]"
IXI,sample_000169_0110,train,4,0,0,000169,0,"[10, 62, 63]","[12, 63, 63]"
IXI,sample_000006_0123,val,3,0,0,000006,0,"[15, 0, 28]","[17, 0, 29]"
IXI,sample_000012_0065,val,13,0,0,000012,0,"[28, 0, 2]","[54, 63, 60]"
IXI,sample_000012_0085,val,11,0,0,000012,0,"[12, 0, 2]","[17, 0, 5]"
IXI,sample_000012_0098,val,3,0,0,000012,0,"[6, 0, 63]","[8, 0, 63]"
IXI,sample_000023_0090,val,8,0,0,000023,0,"[49, 55, 63]","[51, 57, 63]"
IXI,sample_000023_0092,val,8,0,0,000023,0,"[49, 19, 63]","[51, 21, 63]"
IXI,sample_000023_0108,val,8,0,0,000023,0,"[13, 55, 63]","[15, 57, 63]"
IXI,sample_000040_0091,val,6,0,0,000040,0,"[19, 63, 44]","[22, 63, 45]"
IXI,sample_000058_0002,val,6,0,0,000058,1,"[55, 58, 62]","[56, 59, 63]"
IXI,sample_000058_0106,val,8,0,0,000058,0,"[0, 4, 51]","[0, 8, 53]"
IXI,sample_000076_0116,val,8,0,0,000076,0,"[37, 0, 48]","[40, 0, 49]"
IXI,sample_000076_0136,val,10,0,0,000076,0,"[1, 0, 48]","[40, 0, 63]"
IXI,sample_000086_0019,val,2,1,0,000086,0,"[53, 63, 48]","[54, 63, 48]"
IXI,sample_000115_0052,val,2,0,0,000115,0,"[63, 57, 61]","[63, 57, 62]"
IXI,sample_000115_0072,val,4,0,0,000115,0,"[46, 63, 52]","[48, 63, 53]"
IXI,sample_000115_0073,val,4,0,0,000115,0,"[46, 63, 16]","[48, 63, 17]"
IXI,sample_000120_0002,val,2,0,0,000120,0,"[63, 43, 63]","[63, 44, 63]"
IXI,sample_000140_0046,val,24,0,0,000140,0,"[62, 0, 54]","[63, 2, 62]"
IXI,sample_000140_0064,val,4,0,0,000140,0,"[28, 63, 45]","[30, 63, 46]"
IXI,sample_000140_0065,val,4,0,0,000140,0,"[28, 63, 17]","[30, 63, 18]"
IXI,sample_000147_0000,val,3,0,0,000147,0,"[51, 51, 63]","[52, 52, 63]"
IXI,sample_000149_0074,val,1,0,0,000149,0,"[63, 50, 38]","[63, 50, 38]"
IXI,sample_000149_0075,val,1,0,0,000149,0,"[63, 50, 10]","[63, 50, 10]"
IXI,sample_000158_0072,val,16,0,0,000158,0,"[16, 63, 43]","[23, 63, 45]"
IXI,sample_000158_0073,val,16,0,0,000158,0,"[16, 63, 15]","[23, 63, 17]"
IXI,sample_000003_0021,test,17,0,0,000003,0,"[63, 49, 14]","[63, 54, 19]"
IXI,sample_000052_0091,test,1,0,0,000052,0,"[0, 63, 57]","[0, 63, 57]"
IXI,sample_000054_0072,test,3,0,0,000054,0,"[9, 63, 40]","[10, 63, 41]"
IXI,sample_000066_0050,test,1,0,0,000066,0,"[0, 3, 63]","[0, 3, 63]"
IXI,sample_000081_0090,test,5,0,0,000081,0,"[0, 61, 50]","[0, 63, 51]"
IXI,sample_000081_0091,test,5,0,0,000081,0,"[0, 61, 14]","[0, 63, 15]"
IXI,sample_000081_0107,test,1,0,0,000081,0,"[0, 20, 38]","[0, 20, 38]"
IXI,sample_000094_0037,test,40,0,0,000094,1,"[39, 61, 45]","[54, 63, 63]"
IXI,sample_000094_0054,test,2,0,0,000094,0,"[28, 63, 55]","[29, 63, 56]"
IXI,sample_000131_0088,test,4,0,0,000131,0,"[0, 0, 59]","[0, 2, 60]"
IXI,sample_000137_0041,test,11,0,0,000137,0,"[0, 60, 13]","[0, 63, 15]"
IXI,sample_000137_0052,test,2,0,0,000137,0,"[63, 24, 63]","[63, 25, 63]"
IXI,sample_000137_0053,test,11,0,0,000137,0,"[63, 24, 35]","[63, 29, 37]"
IXI,sample_000143_0093,test,5,0,0,000143,0,"[0, 44, 0]","[2, 46, 0]"
IXI,sample_000143_0095,test,5,0,0,000143,0,"[0, 6, 0]","[2, 8, 0]"
